threshold	FDR	shuffled_peaks	peaks
15.81	0.541263827852705	17859.0	32995.0
15.8	0.543050169655841	17925.0	33008.0
15.79	0.5437746137534081	17950.0	33010.0
15.78	0.5448102492655299	17988.0	33017.0
15.76	0.5486722984225028	18121.0	33027.0
15.75	0.5502193977908912	18182.0	33045.0
15.72	0.5526228369522544	18299.0	33113.0
15.71	0.5564715830162469	18427.0	33114.0
15.69	0.5575418994413408	18463.0	33115.0
15.67	0.5635886135176744	18670.0	33127.0
15.66	0.5655426192917898	18750.0	33154.0
15.65	0.5704906183176219	18942.0	33203.0
15.63	0.5788366782838601	19266.0	33284.0
15.61	0.5802087707720919	19343.0	33338.0
15.6	0.5803726559223533	19374.0	33382.0
15.59	0.5832734459216673	19479.0	33396.0
15.57	0.5854491017964072	19554.0	33400.0
15.56	0.5861480927449514	19592.0	33425.0
15.55	0.587383722669219	19638.0	33433.0
15.53	0.5918007296214342	19791.0	33442.0
15.52	0.5919928293994622	19814.0	33470.0
15.5	0.5956200890322966	19936.0	33471.0
15.48	0.5987950729219481	20077.0	33529.0
15.47	0.5990121105722023	20131.0	33607.0
15.46	0.599530711654984	20185.0	33668.0
15.44	0.6002850440927581	20217.0	33679.0
15.43	0.6005343624758794	20229.0	33685.0
15.42	0.603394054471014	20338.0	33706.0
15.41	0.601658404154863	20389.0	33888.0
15.39	0.6063349750788922	20559.0	33907.0
15.38	0.6086533643785552	20651.0	33929.0
15.37	0.6088901972328525	20684.0	33970.0
15.36	0.6095439586271745	20744.0	34032.0
15.35	0.6098383737643366	20790.0	34091.0
15.33	0.6123304128695755	20897.0	34127.0
15.32	0.6132075471698113	20930.0	34132.0
15.3	0.6146861544770218	20986.0	34141.0
15.29	0.6166559410284912	21081.0	34186.0
15.28	0.6162906242693477	21087.0	34216.0
15.27	0.6172255786124975	21148.0	34263.0
15.26	0.6190434503487117	21214.0	34269.0
15.25	0.6215223097112861	21312.0	34290.0
15.24	0.622930270522388	21369.0	34304.0
15.22	0.6230401585358746	21379.0	34314.0
15.2	0.6254620601333062	21489.0	34357.0
15.18	0.6334971930538992	21779.0	34379.0
15.17	0.6330213903743316	21781.0	34408.0
15.15	0.634960693876367	21889.0	34473.0
15.14	0.6341639894648491	21911.0	34551.0
15.13	0.6352325009404207	21953.0	34559.0
15.12	0.6374157335879409	22031.0	34563.0
15.11	0.6393281489404758	22115.0	34591.0
15.1	0.6416495679565356	22203.0	34603.0
15.08	0.642514727965808	22249.0	34628.0
15.07	0.6446567198637846	22338.0	34651.0
15.06	0.6469299509945229	22442.0	34690.0
15.05	0.6486649613427988	22569.0	34793.0
15.02	0.6534846960770225	22738.0	34795.0
15.01	0.6549910924659502	22795.0	34802.0
15.0	0.6554920926494647	22838.0	34841.0
14.99	0.6587961900390177	22963.0	34856.0
14.96	0.6637246754735364	23162.0	34897.0
14.95	0.6634890644681095	23177.0	34932.0
14.94	0.664768825818265	23235.0	34952.0
14.92	0.6726268810436574	23511.0	34954.0
14.91	0.6743208464398055	23581.0	34970.0
14.9	0.6746161104915501	23592.0	34971.0
14.89	0.6805166599988569	23814.0	34994.0
14.88	0.6809653005854633	23844.0	35015.0
14.85	0.686095325127795	24025.0	35017.0
14.84	0.689971166747552	24169.0	35029.0
14.83	0.6921781330288325	24247.0	35030.0
14.82	0.6921343185643776	24260.0	35051.0
14.81	0.6961823361823362	24436.0	35100.0
14.8	0.6968023007488824	24471.0	35119.0
