threshold	FDR	shuffled_peaks	peaks
12.03	0.46636147846727705	13753.0	29490.0
12.02	0.46928339203467895	13857.0	29528.0
12.01	0.47091290803196534	13907.0	29532.0
12.0	0.4760712109930278	14066.0	29546.0
11.99	0.47688144765770335	14099.0	29565.0
11.98	0.47942428542469084	14190.0	29598.0
11.97	0.4826235266304164	14290.0	29609.0
11.96	0.4861172025235316	14409.0	29641.0
11.95	0.48678176422983543	14436.0	29656.0
11.94	0.48770712649872017	14481.0	29692.0
11.93	0.4894097046839748	14534.0	29697.0
11.92	0.4949763096878255	14730.0	29759.0
11.91	0.49790134649608814	14828.0	29781.0
11.9	0.5007548055956255	14927.0	29809.0
11.89	0.5010897629346478	14944.0	29823.0
11.88	0.5033482890243086	15033.0	29866.0
11.87	0.5066385739607371	15149.0	29901.0
11.85	0.5084649547533977	15227.0	29947.0
11.84	0.5149744582818604	15424.0	29951.0
11.83	0.5191916497148764	15569.0	29987.0
11.82	0.523671400946856	15707.0	29994.0
11.81	0.5231407702523241	15757.0	30120.0
11.8	0.5260924341887143	15868.0	30162.0
11.79	0.5285832642916322	15950.0	30175.0
11.78	0.5332935995496838	16106.0	30201.0
11.77	0.5350307926627376	16159.0	30202.0
11.76	0.5397014530169133	16306.0	30213.0
11.75	0.5423269046280063	16394.0	30229.0
11.74	0.5425095861430649	16412.0	30252.0
11.73	0.5456318381648101	16507.0	30253.0
11.72	0.549270193514299	16633.0	30282.0
11.71	0.5515317575597517	16707.0	30292.0
11.69	0.557848243127431	16924.0	30338.0
11.68	0.5643104300543746	17124.0	30345.0
11.67	0.5684744311633574	17264.0	30369.0
11.66	0.5719690738608324	17385.0	30395.0
11.65	0.5745345700940727	17467.0	30402.0
11.64	0.5807395234182415	17669.0	30425.0
11.63	0.5827732056788747	17774.0	30499.0
11.62	0.5848481870885329	17856.0	30531.0
11.61	0.5867508918927765	17927.0	30553.0
11.6	0.5902814136125655	18039.0	30560.0
11.59	0.5947253178208438	18198.0	30599.0
11.58	0.5964998204198909	18269.0	30627.0
11.57	0.6007948918425854	18442.0	30696.0
11.55	0.6086503387180824	18688.0	30704.0
11.54	0.6098765432098765	18772.0	30780.0
11.53	0.6153671288929302	18949.0	30793.0
11.52	0.6182502596053998	19052.0	30816.0
11.51	0.6216067200726494	19166.0	30833.0
11.5	0.6252348558471007	19301.0	30870.0
11.49	0.6261412937900667	19339.0	30886.0
11.48	0.6309061488673139	19495.0	30900.0
11.47	0.6338356075793831	19602.0	30926.0
11.46	0.6340091182461927	19608.0	30927.0
11.45	0.6384853767189619	19779.0	30978.0
11.44	0.639609133126935	19833.0	31008.0
11.43	0.6422139319482858	19969.0	31094.0
11.42	0.6457462542601762	20084.0	31102.0
11.41	0.645928724664596	20173.0	31231.0
11.4	0.6497392083453329	20305.0	31251.0
11.39	0.6512489618603463	20388.0	31306.0
11.38	0.6532057416267942	20478.0	31350.0
11.37	0.6571373936322784	20619.0	31377.0
11.36	0.6603191759918616	20771.0	31456.0
11.35	0.6606825114387392	20793.0	31472.0
11.34	0.6641587301587302	20921.0	31500.0
11.33	0.6656840370229492	21001.0	31548.0
11.32	0.6659165108244318	21009.0	31549.0
11.31	0.6689137865552601	21135.0	31596.0
11.3	0.6703672075149445	21195.0	31617.0
11.29	0.6737584168431701	21313.0	31633.0
11.28	0.6757465634381419	21384.0	31645.0
11.27	0.682886011998737	21627.0	31670.0
11.26	0.6869260626715895	21768.0	31689.0
11.25	0.6907073509015257	21912.0	31724.0
11.24	0.6921453101862063	21968.0	31739.0
11.22	0.7027052532242843	22339.0	31790.0
11.21	0.704299557813529	22458.0	31887.0
11.2	0.7061165626861461	22523.0	31897.0
11.19	0.7089456368478771	22626.0	31915.0
11.18	0.7126465530717524	22794.0	31985.0
11.17	0.7154819559443837	22899.0	32005.0
11.16	0.7170382861782525	22961.0	32022.0
11.15	0.7197182220559816	23090.0	32082.0
11.14	0.7213656044606424	23158.0	32103.0
11.13	0.7226231956197113	23228.0	32144.0
11.12	0.7252029485863581	23316.0	32151.0
11.11	0.7256466788808497	23368.0	32203.0
11.1	0.7286463342744562	23485.0	32231.0
11.09	0.7318305841498202	23603.0	32252.0
11.08	0.74047574800223	23907.0	32286.0
11.07	0.7451162502708895	24068.0	32301.0
11.06	0.7491654302670623	24237.0	32352.0
11.05	0.751343670846976	24324.0	32374.0
11.04	0.7551454932576295	24472.0	32407.0
11.03	0.7593792422559545	24613.0	32412.0
11.02	0.7621028627777264	24731.0	32451.0
11.01	0.7667354036502416	24912.0	32491.0
11.0	0.7709890786032918	25061.0	32505.0
10.99	0.7744485803057803	25175.0	32507.0
10.98	0.7751182941068027	25227.0	32546.0
10.97	0.7806023763470572	25425.0	32571.0
10.96	0.7843401957475532	25564.0	32593.0
10.95	0.7875604826361242	25717.0	32654.0
10.94	0.7899532210230226	25837.0	32707.0
10.93	0.7936774587660355	25985.0	32740.0
10.92	0.7979064302499466	26145.0	32767.0
10.91	0.8010372178157413	26258.0	32780.0
10.9	0.8034490113037385	26370.0	32821.0
10.89	0.8068022653918763	26497.0	32842.0
10.88	0.8108913903255248	26654.0	32870.0
10.87	0.8142475079017749	26792.0	32904.0
10.86	0.815225312765699	26847.0	32932.0
10.85	0.8166034299590226	26903.0	32945.0
10.84	0.8208367414947438	27095.0	33009.0
10.83	0.8237939986717382	27289.0	33126.0
10.82	0.8256750641122341	27367.0	33145.0
10.81	0.8284603327706775	27485.0	33176.0
10.8	0.8303799753301844	27601.0	33239.0
10.79	0.8337738796107173	27758.0	33292.0
10.78	0.8348001081308383	27793.0	33293.0
10.77	0.837015247928923	27886.0	33316.0
10.76	0.8382779989821274	28001.0	33403.0
10.75	0.8390832111546632	28043.0	33421.0
10.74	0.8411840258072224	28162.0	33479.0
10.73	0.8426821983273596	28213.0	33480.0
10.72	0.8555903866248694	28658.0	33495.0
10.71	0.8588942450752842	28864.0	33606.0
10.7	0.8638648463757771	29044.0	33621.0
10.69	0.8687189849344783	29235.0	33653.0
10.68	0.8721824607252101	29369.0	33673.0
10.67	0.8737797822152331	29449.0	33703.0
10.66	0.8775594867691943	29615.0	33747.0
10.65	0.881730940110183	29769.0	33762.0
10.64	0.8837044265058104	29886.0	33819.0
10.63	0.8854803912876437	29962.0	33837.0
10.62	0.8886524822695036	30072.0	33840.0
10.61	0.894761707907636	30302.0	33866.0
10.6	0.8984779031499764	30577.0	34032.0
10.59	0.8997679269116653	30629.0	34041.0
10.58	0.9059766335936124	30863.0	34066.0
10.57	0.9123826291079812	31094.0	34080.0
10.56	0.9205786745541336	31435.0	34147.0
10.55	0.9225259464990498	31555.0	34205.0
10.54	0.9276179348619833	31757.0	34235.0
10.53	0.9308133943403375	31939.0	34313.0
10.52	0.9331742937770925	32076.0	34373.0
10.51	0.9349621873182082	32144.0	34380.0
10.5	0.9374672946101518	32247.0	34398.0
10.49	0.9395674670077321	32323.0	34402.0
10.48	0.9451903836673143	32593.0	34483.0
10.47	0.9462309519670896	32662.0	34518.0
10.46	0.9505383190553369	32843.0	34552.0
10.45	0.9578691513064614	33103.0	34559.0
10.44	0.9587733256184001	33140.0	34565.0
10.43	0.9645539634850936	33389.0	34616.0
10.42	0.966825328140776	33515.0	34665.0
10.41	0.9715520968439256	33708.0	34695.0
10.4	0.9729045619283208	33824.0	34766.0
10.39	0.9790002872737719	34079.0	34810.0
10.38	0.9790107526881721	34143.0	34875.0
10.37	0.9811201833548202	34246.0	34905.0
10.36	0.9844692961130338	34420.0	34963.0
10.35	0.9849346788256482	34454.0	34981.0
10.34	0.993343998171742	34773.0	35006.0
10.33	0.9961489088575096	34920.0	35055.0
10.32	0.9997439399112324	35139.0	35148.0
0.47	1.0	162475.0	149866.0
